Symbol	macrophage, TB infection, non stimulated BMDM, with Mtb, 028hr(004h after stimulation), biol_rep4.CNhs14347.3972-173I4	macrophage, TB infection, non stimulated BMDM, with Mtb, 036hr(012h after stimulation), biol_rep4.CNhs14348.3973-173A5	macrophage, TB infection, non stimulated BMDM, with Mtb, 048hr(024h after stimulation), biol_rep4.CNhs14349.3974-173B5	macrophage, TB infection, non stimulated BMDM, with Mtb, 072hr(048h after stimulation), biol_rep4.CNhs14350.3975-173C5	macrophage, TB infection, non stimulated BMDM, with Mtb, 120hr(096h after stimulation), biol_rep4.CNhs14351.3976-173D5	macrophage, TB infection, non stimulated BMDM, without Mtb, 024hr, biol_rep4.CNhs14342.3967-173D4	macrophage, TB infection, non-stimulated BMDM, with Mtb, 028hr(004h after stimulation), biol_rep1.CNhs11507.3607-170C6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 028hr(004h after stimulation), biol_rep2.CNhs11582.3679-171C6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 036hr(012h after stimulation), biol_rep1.CNhs11508.3608-170D6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 036hr(012h after stimulation), biol_rep2.CNhs11583.3680-171D6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 048hr(024h after stimulation), biol_rep1.CNhs11509.3609-170E6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 048hr(024h after stimulation), biol_rep2.CNhs11584.3681-171E6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 072hr(048h after stimulation), biol_rep1.CNhs11510.3610-170F6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 072hr(048h after stimulation), biol_rep2.CNhs11585.3682-171F6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 120hr(096h after stimulation), biol_rep1.CNhs11511.3611-170G6	macrophage, TB infection, non-stimulated BMDM, with Mtb, 120hr(096h after stimulation), biol_rep2.CNhs11586.3683-171G6	macrophage, TB infection, non-stimulated BMDM, without Mtb, 004hr, biol_rep3.CNhs11633.3705-172B1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 006hr, biol_rep3.CNhs11634.3706-172C1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 012hr, biol_rep3.CNhs11635.3707-172D1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 024hr, biol_rep1.CNhs11458.3561-170B1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 024hr, biol_rep2.CNhs11533.3633-171B1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 024hr, biol_rep3.CNhs11636.3708-172E1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 028hr, biol_rep1.CNhs11459.3562-170C1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 028hr, biol_rep2.CNhs11534.3634-171C1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 028hr, biol_rep3.CNhs11637.3709-172F1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 036hr, biol_rep1.CNhs11460.3563-170D1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 036hr, biol_rep2.CNhs11535.3635-171D1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 036hr, biol_rep3.CNhs14298.3710-172G1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 048hr, biol_rep1.CNhs11461.3564-170E1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 048hr, biol_rep2.CNhs11536.3636-171E1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 048hr, biol_rep3.CNhs14299.3711-172H1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 072hr, biol_rep1.CNhs11462.3565-170F1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 072hr, biol_rep2.CNhs11537.3637-171F1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 072hr, biol_rep3.CNhs14300.3712-172I1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 120hr, biol_rep1.CNhs11463.3566-170G1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 120hr, biol_rep2.CNhs11538.3638-171G1	macrophage, TB infection, non-stimulated BMDM, without Mtb, 120hr, biol_rep3.CNhs14301.3713-172A2
D930015E06Rik	5.88	3.43	5	5.35	0	5.83	1.25	1.99	4.84	1.15	5.83	6.53	2.89	3.29	3.4	9.02	10.24	9.8	8.44	11.22	10.64	10.51	3.13	9.16	10.14	7.11	6.04	8.1	8.58	3.78	7.57	10.78	12.33	5.84	10.93	8.28	7.35
D930015E06Rik	6.3	5.07	7.61	6.55	0	8.74	3.12	1.99	3.03	6.93	7.62	17.41	4.34	13.18	2.55	15.04	14.53	16.96	18.53	7.48	14.19	15.9	11.74	17.1	14	9.29	12.69	12.91	17.16	10.39	11.35	9.44	6.68	8.25	12.49	5.12	8.53
D930015E06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D930015E06Rik	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
D930015E06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3:85516241..85516242,+	14.48	43.72	37.3	52.04	47.17	36.78	28.05	141.54	17.56	88.92	32.74	134.89	37.58	121.88	59.41	147.41	29.17	19.6	7.8	116.85	114.38	6.58	112.73	113.6	17.17	95.66	119.62	36.41	120.09	88.75	43.28	202.21	151.04	13.86	232.65	50.07	34.42
Rps3a	34.95	42.83	40.53	33.39	78.61	42.19	16.21	23.92	13.92	23.1	11.21	16.32	26.02	9.88	43.29	6.02	13.46	13.44	10	17.76	6.21	11.42	17.22	12.22	12.07	15.85	10.87	13.89	13.26	10.86	21.4	13.48	13.87	25.08	14.05	18.92	29.27
Rps3a	1.78	2.39	2.4	1.2	15.72	1.8	0	1.99	3.03	1.15	0.45	2.18	1.45	0	6.79	0	0.48	0.25	0.09	0	0	0.42	0	0	0.41	0.55	0.6	0.45	0	0.47	0.71	0	1.03	1.37	0	0	0.59
Rps3a	0.42	1.04	0.21	0	0	0.14	0	0	1.82	0	0	1.09	2.89	0	0.85	0	0	0	0	0	0	0.07	0	0	0.14	0	0	0	0	0	0	0	0	0.11	0	0	0
Fcrls	7.98	5.22	3.96	40.91	31.44	16.52	22.44	19.93	4.24	5.77	21.53	2.18	4.34	0	3.4	3.01	115.74	123.98	172.76	11.22	36.35	166.83	37.58	56.8	152.74	23.51	51.35	92.85	20.28	75.53	66.45	2.7	83.74	49.36	20.3	40.6	27.65
Fcrls	0	0	0	0.33	0	0.42	0	0	0	0	0.45	0	0	0	0	0	0.83	0.75	1.74	0	0	1.47	0	0.61	0.97	0	0	1.34	0	2.36	1.06	0	0	0.57	0	0	0
Fcrls	0.63	0.15	0.1	1.96	0	0.28	0	0	0	1.15	2.24	0	0	0	0	0	4.41	3.14	6.42	0.93	0.89	6.02	1.57	1.22	5.31	1.09	4.83	3.29	0.78	1.42	1.66	0	2.06	2.18	0	0.79	0.88
Fcrls	0.63	0.6	0.31	3.49	0	1.94	0	0	1.82	0	1.35	0	0	0	0	0	7.62	6.66	7.98	2.8	2.66	7.42	0.78	4.28	6.9	1.09	3.62	3.47	3.12	3.78	4.02	0	6.68	5.73	3.12	5.52	1.91
Fcrls	5.14	3.43	2.19	28.26	70.75	11.1	6.23	7.97	1.21	1.15	5.38	4.35	1.45	16.47	3.4	6.02	13.46	10.05	24.86	6.54	13.3	25.07	7.05	28.1	22.41	8.2	53.77	11.48	6.24	52.4	25.42	4.04	163.37	39.06	42.16	88.7	20
Etv3	37.89	29.4	20.52	57.82	78.61	26.37	138.4	117.62	65.99	27.71	38.57	17.41	21.68	9.88	16.13	18.05	23.93	24.12	29.63	28.98	30.15	31.87	31.31	30.54	30.82	27.33	34.44	31.25	24.95	28.8	30.74	20.22	44.7	32.64	15.61	32.33	31.18
Etv3	4.3	2.39	0.94	4.58	15.72	2.5	34.91	17.94	25.43	1.15	7.18	0	15.9	3.29	1.7	3.01	2.62	1.51	1.47	5.61	2.66	2.31	3.13	0.61	2.34	2.73	4.83	1.42	1.56	3.3	2.01	2.7	3.08	2.63	3.12	1.18	3.09
Etv3	0	0	0	0.11	0	0	3.74	3.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0.11	1.56	0	0
Etv3	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etv3	0.21	0.15	0.21	0.22	0	0	2.49	0	0.61	0	0.45	0	1.45	0	0	0	0.24	0.63	0.09	0	0	0.35	0.78	0	0.34	0.55	0	0.09	0	0.47	0.12	0	0	0	0	0	0.29
Etv3	0.1	0.15	0	0.22	0	0.14	1.87	1.99	0.61	0	0.45	0	0	0	0	0	0.12	0.13	0.09	0	0	0.35	0	0.61	0.41	0	0.6	0.36	2.34	0.94	0.35	0	0	0.11	0	0.79	0.44
Etv3	0.63	0	0.31	0.22	0	0.42	3.12	3.99	0.61	1.15	0.45	0	0	0	0	0	0.83	0.38	0.46	0	0.89	0.56	0	1.22	0.69	1.64	1.21	0.8	0	0.94	0.24	0	1.03	0.57	1.56	0	0.59
Etv3	0.42	0	0.21	0.44	0	0.14	4.99	5.98	0	0	0.45	0	0	3.29	0	0	1.07	0.88	0.83	0	1.77	0.91	0	0	1.03	0.55	1.81	1.16	0.78	0.47	0.59	0	1.54	0.46	0	0.79	0.44
Etv3	0.52	0.3	0	0.11	0	0.56	1.25	3.99	0	0	0.45	0	0	0	0	0	0.24	0.25	0.28	0	1.77	0.14	0	0.61	0.14	0.55	0	0.27	0	0	0.24	0	0	0.23	0	1.18	0
Rrnad1	5.77	7.46	8.23	9.71	7.86	10.69	5.61	11.96	4.24	11.55	10.32	9.79	5.78	13.18	4.24	3.01	14.65	15.2	16.42	5.61	10.64	15.69	6.26	12.22	15.58	10.93	7.85	11.04	7.8	13.22	9.22	12.13	12.84	9.85	18.74	7.88	8.83
Apoa1bp	66.54	58.05	108.45	112.81	55.03	84.81	43.64	53.82	44.8	73.91	63.68	107.7	86.73	75.76	104.4	96.26	84.9	98.74	108.26	76.65	86.9	113.81	93.94	98.94	103.23	60.13	95.45	88.67	57.71	105.28	92.11	63.36	79.63	97.01	62.46	85.55	98.11
Cct3	1.57	1.04	0.63	0.76	0	1.11	1.87	3.99	2.42	2.31	0.9	1.09	2.89	0	0.85	0	0.48	0.88	0.37	0.93	1.77	0.91	1.57	1.83	0.55	0.55	0.6	1.25	1.56	1.42	0.95	2.7	1.03	1.15	0	0.39	0.29
Cct3	0	0	0.1	0	0	0.14	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cct3	65.7	75.21	67.82	44.84	86.47	55.8	49.25	55.82	64.17	112.01	30.05	43.51	76.61	36.23	78.09	36.1	34.29	33.92	33.95	31.78	30.15	32.08	39.14	28.1	30.48	36.63	25.98	27.51	28.85	30.21	34.65	20.22	41.1	40.31	40.6	53.61	47.36
Cct3	73.99	106.85	84.91	52.26	70.75	43.86	64.21	65.79	91.42	113.17	40.36	69.62	148.88	29.65	163.81	45.12	27.98	28.77	29.45	39.26	22.17	31.1	39.92	19.54	28.69	34.44	20.54	24.21	31.97	30.21	29.56	32.35	32.88	33.1	31.23	42.58	44.42
Cct3	5.98	15.07	13.13	7.2	0	3.89	11.22	7.97	16.35	24.25	9.87	10.88	30.35	6.59	15.28	0	7.38	6.53	6.51	13.09	4.43	8.4	10.96	6.11	6.14	8.2	6.65	5.52	7.8	5.19	7.33	12.13	10.79	5.15	14.05	7.49	4.56
0610031J06Rik	276.64	288.46	305.04	414.59	125.78	279.68	471.31	524.29	305.73	538.13	392.87	518.9	631.65	599.5	977.77	388.07	376.28	413.03	469.02	336.53	414.98	395.29	297.47	413.49	381.2	342.2	418.67	295.83	327.53	404.58	297.74	357.24	318.01	301.79	391.91	422.61	299.92
0610031J06Rik	3.15	2.69	1.98	2.29	0	2.36	8.1	19.93	12.11	8.08	3.14	3.26	11.56	3.29	13.58	0	3.33	3.27	3.12	0.93	5.32	3.43	2.35	4.28	3.93	2.73	2.42	4.72	2.34	1.89	4.02	1.35	6.17	3.66	1.56	3.94	2.5
0610031J06Rik	0.52	0	0.31	0.55	0	1.25	1.25	0	1.21	0	0	1.09	1.45	0	0.85	0	0.36	0.5	0.09	0	0.89	0.56	0	0.61	0.41	0	0.6	0.8	1.56	1.42	0.95	0	1.54	0.46	0	0.79	0.44
Smg5	28.44	27.01	23.23	19.2	7.86	16.79	16.83	31.9	32.09	33.49	20.18	25.02	26.02	6.59	24.61	6.02	18.22	17.59	17.52	21.5	15.96	15.55	18	14.66	17.86	25.15	18.73	16.65	28.85	9.44	14.07	16.18	28.77	19.47	29.67	13.8	21.03
Smg5	0.1	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0.25	0.09	0	0	0.42	0	0	0	0	0	0.09	0	0	0	0	0	0.23	0	0.39	0
Pmf1	5.56	3.58	5.73	8.07	15.72	9.16	6.23	3.99	6.66	4.62	11.21	10.88	5.78	6.59	5.94	15.04	15.24	16.08	13.4	13.09	10.64	14.57	15.66	9.16	15.93	9.84	10.87	12.55	9.36	10.86	15.37	8.09	8.22	14.43	4.68	8.67	7.65
Pmf1	0.1	0.3	0.31	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0.63	0.73	0.93	0	0.28	0.78	0	0.55	0	0	0	0	0.47	0.12	0	0.51	0.57	0	0	0.59
Pmf1	0.42	0.45	0.83	0.33	0	0.97	0.62	0	0.61	0	2.24	1.09	1.45	0	0.85	0	1.55	1.51	0.73	0	0.89	0.98	1.57	0.61	1.45	1.64	0.6	0.8	0	0.47	0.71	1.35	1.03	0.69	0	1.18	0.88
Slc25a44	11.44	11.34	6.15	9.6	7.86	7.22	13.09	19.93	46.01	10.39	12.56	5.44	21.68	3.29	11.88	15.04	10.96	9.17	9.08	12.15	18.62	9.74	13.31	4.89	9.59	9.84	6.04	10.95	7.02	6.61	11.59	16.18	11.82	10.31	6.25	11.04	8.53
Lmna	95.82	21.79	51.99	48.44	47.17	248.86	229.42	83.73	215.53	47.35	106.29	47.86	202.36	26.35	125.62	30.08	94.9	81.15	57.34	61.7	84.24	59.81	59.49	95.28	69.99	37.72	90.02	72.38	46.79	97.25	116.59	35.05	106.86	148.55	39.04	182.13	157.09
Lmna	6.61	0.45	1.46	1.2	0	13.74	9.97	3.99	15.74	0	3.14	1.09	8.67	0	10.19	3.01	3.57	2.89	1.38	0	6.21	2.73	0	4.28	2.9	1.09	6.65	3.47	0	6.61	4.97	2.7	6.68	6.64	1.56	16.95	9.27
Lmna	0.1	0	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0.07	0	0	0.09	0	0	0	0	0	0.23	0	0	0.29
Lmna	0.21	0	0.31	0.87	0	1.94	0	0	1.82	0	0	0	0	0	0	3.01	1.07	1.51	0.92	0	0	0.7	1.57	0.61	0.97	0.55	3.02	1.42	0.78	2.83	0.47	0	2.06	0.46	0	1.18	0.29
Ssr2	62.55	83.12	97.2	89.25	62.89	66.07	51.12	57.81	70.83	91.23	60.55	55.48	125.75	62.59	153.63	27.07	56.56	59.92	56.79	62.63	57.64	54.49	57.93	62.3	60.96	60.68	62.83	59.65	50.69	59.96	65.39	43.14	70.9	58.98	42.16	68.99	59.28
Ssr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
chr3:88411049..88411121,+	8.08	10.3	9.17	9.16	0	14.16	9.97	31.9	5.45	26.56	13.01	19.58	8.67	29.65	16.13	30.08	13.81	15.58	20.37	22.44	20.39	17.86	18	16.49	19.24	22.96	24.77	13.53	23.39	21.72	15.25	16.18	17.98	12.37	23.42	11.43	13.68
Arhgef2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0
Arhgef2	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0
Arhgef2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef2	9.34	11.94	12.61	8.73	7.86	6.8	12.47	9.97	12.11	17.32	7.18	1.09	14.45	3.29	8.49	6.02	8.34	7.91	8.07	7.48	6.21	6.23	7.05	8.55	8.62	3.83	6.65	7.92	6.24	8.03	8.04	12.13	5.65	7.22	9.37	12.22	7.8
Arhgef2	83.22	70.29	79.28	40.15	31.44	61.49	87.28	99.67	62.36	75.06	61.44	79.41	69.38	75.76	33.95	48.13	93.83	84.41	77.53	71.05	66.5	86.08	79.85	86.12	83.65	68.33	73.1	91.87	70.18	84.98	79.82	71.45	59.6	78.68	74.95	79.24	79.43
Arhgef2	18.37	11.79	10.42	5.35	0	10.83	4.36	17.94	7.87	4.62	8.97	6.53	2.89	3.29	5.94	3.01	15.12	10.93	9.73	9.35	6.21	14.08	9.39	9.77	12.9	7.65	9.06	12.55	5.46	11.33	11.47	5.39	10.79	12.14	6.25	11.04	8.83
Arhgef2	1.99	0.45	1.67	0.98	0	1.25	0.62	1.99	0.61	0	1.35	0	1.45	0	0.85	0	2.14	1.38	1.65	0.93	0	1.4	0	0.61	1.79	1.09	1.81	1.16	1.56	1.89	0.59	0	0.51	1.03	0	0.79	2.06
Arhgef2	5.04	2.54	4.58	9.16	0	4.72	2.49	3.99	2.42	6.93	7.18	6.53	2.89	3.29	3.4	12.03	8.93	10.18	14.77	2.8	7.09	12.61	7.83	10.99	11.93	5.47	12.08	12.11	3.9	13.22	7.09	4.04	9.25	5.96	3.12	7.1	4.56
Arhgef2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rusc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rusc1	0	0	0	0	0	0	0.62	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rusc1	0.1	0.15	0.1	0.22	0	0.14	0	0	0	0	0.9	0	0	0	0	0	0.24	0.25	0.28	0	0	0.42	0	0	0.34	0.55	0	0.09	0	0	0	0	0	0.8	0	0.39	0.15
Rusc1	1.57	4.48	4.27	6.11	0	8.33	3.12	1.99	2.42	5.77	17.04	8.7	1.45	6.59	8.49	12.03	12.74	9.92	12.57	10.28	16.85	11.7	9.39	12.83	13.03	12.03	13.29	8.55	13.26	12.27	8.04	13.48	5.14	9.51	6.25	8.28	10.59
Rusc1	0	0	0	0	0	0.28	0	0	0	0	0.45	0	0	0	0	0	0.12	0	0	0	0	0.07	0	0	0.21	0	0	0.09	0	0	0.12	0	0	0.11	0	0	0.29
Rusc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rusc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189b	1.15	2.69	3.33	14.29	0	7.63	4.99	0	6.66	11.55	17.04	19.58	4.34	19.76	8.49	39.11	16.31	19.22	18.81	17.76	35.47	21.99	24.27	32.98	20.27	21.32	35.04	18.61	28.85	15.58	13.6	25.61	17.47	11.57	29.67	17.74	8.53
Fam189b	0.1	0.15	0.21	0.22	0	0	0	0	0	0	0	1.09	0	0	0	0	0.6	0.5	0.18	0	0	0.35	0.78	1.22	0.21	0	0.6	0.18	0.78	0.47	0.24	0	0	0.11	1.56	0	0.15
Fam189b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189b	0	0	0	0	0	0	0	0	0	0	0	0	1.45	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam189b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gba	139.05	156.39	210.02	240.25	86.47	114.09	283.66	237.23	294.23	295.63	242.63	335.05	453.86	270.11	652.69	210.58	185.76	196.97	186.34	237.44	216.36	174.04	234.85	214.38	170.6	222.48	197.55	140.92	248.76	211.97	147.57	279.05	163.37	144.31	302.91	232.99	134.29
Gba	3.15	5.37	6.98	7.42	7.86	2.5	18.08	7.97	17.56	8.08	7.18	5.44	13.01	6.59	24.61	0	4.64	4.27	3.58	5.61	6.21	3.85	3.91	6.11	4.41	3.83	3.02	3.83	3.9	4.72	2.13	2.7	3.6	3.21	4.68	9.07	1.77
Gba	0.52	0.3	2.4	2.29	0	0.56	6.86	1.99	23.01	4.62	4.48	1.09	10.12	0	12.73	3.01	0.6	1.13	1.19	1.87	0.89	0.7	0	1.22	0.48	1.09	0.6	0.53	3.12	0.94	0.59	1.35	1.03	0.34	0	3.15	0.88
Slc50a1	0	0.15	0.31	0.55	0	0.14	0	0	0	0	0	0	0	0	0	0	0.48	0.13	0	0	0	0.35	0.78	0	0.14	0	0	0.27	0	0.47	0.24	0	0.51	0.11	0	0	0.29
Slc50a1	29.18	31.49	54.17	49.21	39.31	48.72	18.08	25.92	23.01	31.18	40.81	34.81	54.93	36.23	47.53	48.13	51.68	59.79	69.09	43.94	65.62	58.27	43.06	75.73	57.23	41.55	48.94	42.2	43.67	57.6	41.62	48.53	31.34	34.02	34.35	34.3	43.54
Adam15	0.73	0.9	1.15	0.76	0	0.56	1.25	1.99	0	0	0.45	0	0	0	0.85	6.02	2.14	3.77	1.65	0	4.43	1.47	0.78	3.66	3.03	1.09	5.44	1.34	0.78	1.89	0.95	0	4.11	1.15	3.12	4.73	0.74
Adam15	0.84	1.19	0.94	1.09	7.86	0	0	0	0	0	1.79	0	0	0	0	0	2.38	3.77	1.28	0.93	0	2.38	0.78	1.83	1.52	0.55	1.81	1.07	0	0.94	0.59	1.35	2.06	0.8	3.12	1.97	0.88
Adam15	1.15	1.34	2.19	1.85	0	0.97	2.49	0	0	1.15	0	0	0	0	0.85	0	0.95	1.88	1.01	1.87	0.89	0.98	2.35	3.66	0.9	2.19	0.6	0.62	3.12	1.42	0.59	4.04	0.51	1.37	0	0.79	1.18
Adam15	7.98	6.86	11.36	3.82	0	8.61	19.33	7.97	12.11	6.93	13.45	3.26	2.89	6.59	11.88	3.01	11.43	12.81	8.81	24.3	16.85	10.65	26.62	13.44	10.27	15.31	15.1	12.2	7.8	15.58	13.95	12.13	15.93	17.87	18.74	21.29	18.68
Adam15	114.39	119.08	177.94	126.12	23.58	163.36	134.66	103.66	145.9	78.53	184.78	121.84	124.31	121.88	168.9	117.32	146.7	158.28	115.51	208.46	259.8	149.67	174.57	254.69	164.53	163.45	251.93	183.3	154.4	262.01	209.18	165.81	200.36	219.9	188.93	312.22	241.82
Zbtb7b	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0.12	0.38	0	0	0	0.07	0	0	0.07	0	0	0.09	0	0	0	1.35	0	0	0	0	0.15
Zbtb7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.25	0	0.93	0	0	0	1.22	0.07	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb7b	0.31	0.3	0.1	0.33	0	0.42	0.62	1.99	0	0	2.69	2.18	0	0	0	3.01	0.83	1.76	2.57	0.93	1.77	1.68	1.57	4.28	1.65	1.09	3.62	2.23	2.34	1.42	0.71	2.7	0	0.34	1.56	1.58	0.88
Zbtb7b	3.99	7.61	4.79	4.04	0	3.75	4.99	0	4.24	5.77	10.76	2.18	2.89	6.59	3.4	6.02	11.43	9.92	7.62	6.54	14.19	6.79	7.83	12.83	7.93	9.84	7.25	5.96	14.82	9.44	5.79	5.39	7.71	5.73	10.93	5.52	4.41
Zbtb7b	1.36	1.04	1.35	1.64	7.86	0.69	0.62	1.99	0	1.15	1.79	1.09	0	3.29	0.85	0	3.22	3.01	1.56	2.8	1.77	1.61	4.7	1.83	2.41	3.28	4.23	1.87	2.34	1.89	1.3	1.35	4.11	1.03	0	1.18	1.18
Zbtb7b	2.31	2.84	2.29	1.96	15.72	1.39	2.49	0	6.66	0	5.83	3.26	1.45	3.29	3.4	6.02	3.81	4.27	2.02	6.54	6.21	2.52	8.61	4.89	2	8.2	3.62	2.94	6.24	2.36	2.84	4.04	4.62	1.72	14.05	3.15	1.91
Pygo2	0.42	0	0.1	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0.13	0.09	0	0	0.28	0	0	0	1.09	0	0.09	0.78	0	0	0	0.51	0.11	0	0	0
Pygo2	54.26	30.14	45.42	29.24	15.72	48.86	18.7	19.93	39.35	30.02	57.41	19.58	46.25	39.53	36.5	30.08	54.66	47.23	38.08	41.13	69.16	46.71	43.84	78.18	47.79	49.2	62.83	53.5	51.47	81.67	46	55.27	32.88	41.92	54.65	57.95	41.33
Pygo2	0.21	0	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0.75	0.64	0	0	0.77	0	0.61	0.9	0.55	0	0.8	1.56	1.42	0	0	0	0.92	0	0.39	0.29
Pygo2	1.68	0.3	1.77	0	0	1.67	0	3.99	0	2.31	1.35	0	0	0	0	0	4.64	3.27	4.95	0	2.66	4.27	0	3.66	2.76	1.64	1.21	4.01	2.34	3.3	0.95	1.35	1.03	0.8	3.12	1.18	0.59
Pygo2	0.42	0.15	1.67	0.65	7.86	0.83	0	1.99	0	0	0.9	0	0	0	3.4	0	3.22	3.52	3.03	0.93	0.89	3.5	0	2.44	2.41	1.64	1.81	2.23	0.78	0.94	0.47	1.35	2.06	0.69	1.56	0.39	0.88
